date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:07:50	57312/57312	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:07:48%20GMT	https://whenworldscollide.my.canva.site/fonts/80e6615d78e74dc4e030071b84f0de05.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/80e6615d78e74dc4e030071b84f0de05.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:07:48%20GMT	http://whenworldscollide.my.canva.site/fonts/d8472b3b7676e19ea9aa5aae086ee1d9.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/d8472b3b7676e19ea9aa5aae086ee1d9.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:07:50%20GMT	http://whenworldscollide.my.canva.site/fonts/c0d99f5cd9366c40d64a7572f793a852.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/c0d99f5cd9366c40d64a7572f793a852.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:50	58120/58120	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:07:50%20GMT	https://whenworldscollide.my.canva.site/fonts/d8472b3b7676e19ea9aa5aae086ee1d9.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/d8472b3b7676e19ea9aa5aae086ee1d9.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:50	61352/61352	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:07:51%20GMT	https://whenworldscollide.my.canva.site/fonts/c0d99f5cd9366c40d64a7572f793a852.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/c0d99f5cd9366c40d64a7572f793a852.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:07:51%20GMT	http://whenworldscollide.my.canva.site/fonts/a95c6b67ca0089b9e9a358173e8b22ac.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/a95c6b67ca0089b9e9a358173e8b22ac.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:07:52%20GMT	http://whenworldscollide.my.canva.site/fonts/59e5eb979efb292db36601a5bcaf9699.woff	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/59e5eb979efb292db36601a5bcaf9699.woff	(from https://whenworldscollide.my.canva.site/)
00:07:52	62168/62168	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:07:52%20GMT	https://whenworldscollide.my.canva.site/fonts/a95c6b67ca0089b9e9a358173e8b22ac.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/a95c6b67ca0089b9e9a358173e8b22ac.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:52	8324/8324	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:07:53%20GMT	https://whenworldscollide.my.canva.site/fonts/59e5eb979efb292db36601a5bcaf9699.woff	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/59e5eb979efb292db36601a5bcaf9699.woff	(from https://whenworldscollide.my.canva.site/)
00:07:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:07:53%20GMT	http://whenworldscollide.my.canva.site/fonts/325651f1111659cbaa0ee104bce3f541.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/325651f1111659cbaa0ee104bce3f541.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:07:54%20GMT	http://whenworldscollide.my.canva.site/fonts/57532649ffd83cbc0c6c560d8880b5a9.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/57532649ffd83cbc0c6c560d8880b5a9.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:54	63168/63168	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:07:54%20GMT	https://whenworldscollide.my.canva.site/fonts/325651f1111659cbaa0ee104bce3f541.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/325651f1111659cbaa0ee104bce3f541.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:07:55%20GMT	http://whenworldscollide.my.canva.site/fonts/ba32208f5beb64f12ef0f027b0aa7b8f.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/ba32208f5beb64f12ef0f027b0aa7b8f.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:56	62336/62336	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:07:55%20GMT	https://whenworldscollide.my.canva.site/fonts/57532649ffd83cbc0c6c560d8880b5a9.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/57532649ffd83cbc0c6c560d8880b5a9.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:58	72064/72064	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:07:56%20GMT	https://whenworldscollide.my.canva.site/fonts/ba32208f5beb64f12ef0f027b0aa7b8f.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/ba32208f5beb64f12ef0f027b0aa7b8f.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:07:56%20GMT	http://whenworldscollide.my.canva.site/fonts/1cf20a332bb5fa921b7062b605d9386b.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/1cf20a332bb5fa921b7062b605d9386b.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:07:58%20GMT	http://whenworldscollide.my.canva.site/fonts/cf602bf421f390c8e2f000174c51e331.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/cf602bf421f390c8e2f000174c51e331.woff2	(from https://whenworldscollide.my.canva.site/)
00:07:59	70784/70784	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:07:58%20GMT	https://whenworldscollide.my.canva.site/fonts/1cf20a332bb5fa921b7062b605d9386b.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/1cf20a332bb5fa921b7062b605d9386b.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:00%20GMT	http://whenworldscollide.my.canva.site/fonts/5905bc789fc21caf82fbdd333c500130.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/5905bc789fc21caf82fbdd333c500130.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:01	59140/59140	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:00%20GMT	https://whenworldscollide.my.canva.site/fonts/cf602bf421f390c8e2f000174c51e331.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/cf602bf421f390c8e2f000174c51e331.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:03	67952/67952	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:01%20GMT	https://whenworldscollide.my.canva.site/fonts/5905bc789fc21caf82fbdd333c500130.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/5905bc789fc21caf82fbdd333c500130.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:01%20GMT	http://whenworldscollide.my.canva.site/fonts/0e4f5092a8164f94a696d942cc989ff7.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/0e4f5092a8164f94a696d942cc989ff7.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:04	50792/50792	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:03%20GMT	https://whenworldscollide.my.canva.site/fonts/0e4f5092a8164f94a696d942cc989ff7.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/0e4f5092a8164f94a696d942cc989ff7.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:03%20GMT	http://whenworldscollide.my.canva.site/fonts/59629bda565b78a6ae5542e65ff8396d.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/59629bda565b78a6ae5542e65ff8396d.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:04%20GMT	http://whenworldscollide.my.canva.site/fonts/402fd6ca427ccc7a7e69904c83b73716.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/402fd6ca427ccc7a7e69904c83b73716.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:05	57796/57796	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:04%20GMT	https://whenworldscollide.my.canva.site/fonts/59629bda565b78a6ae5542e65ff8396d.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/59629bda565b78a6ae5542e65ff8396d.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:07	63148/63148	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:06%20GMT	https://whenworldscollide.my.canva.site/fonts/402fd6ca427ccc7a7e69904c83b73716.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/402fd6ca427ccc7a7e69904c83b73716.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:06%20GMT	http://whenworldscollide.my.canva.site/fonts/c2aedaa13f13befccb85dc5247d79319.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/c2aedaa13f13befccb85dc5247d79319.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:07%20GMT	http://whenworldscollide.my.canva.site/fonts/b79740772ac87fd53b27808583c444a0.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/b79740772ac87fd53b27808583c444a0.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:08	72044/72044	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:07%20GMT	https://whenworldscollide.my.canva.site/fonts/c2aedaa13f13befccb85dc5247d79319.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/c2aedaa13f13befccb85dc5247d79319.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:08%20GMT	http://whenworldscollide.my.canva.site/fonts/f1a73c1fc2744c098f7ea57186243d56.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/f1a73c1fc2744c098f7ea57186243d56.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:10	62612/62612	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:08%20GMT	https://whenworldscollide.my.canva.site/fonts/b79740772ac87fd53b27808583c444a0.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/b79740772ac87fd53b27808583c444a0.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:10%20GMT	http://whenworldscollide.my.canva.site/fonts/668e204ecea8e06c27fb74af58a48107.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/668e204ecea8e06c27fb74af58a48107.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:11	71152/71152	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:10%20GMT	https://whenworldscollide.my.canva.site/fonts/f1a73c1fc2744c098f7ea57186243d56.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/f1a73c1fc2744c098f7ea57186243d56.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:12%20GMT	http://whenworldscollide.my.canva.site/fonts/ba4a8b8af299bfd725ccfa4b44a5a262.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/ba4a8b8af299bfd725ccfa4b44a5a262.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:12	63028/63028	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:12%20GMT	https://whenworldscollide.my.canva.site/fonts/668e204ecea8e06c27fb74af58a48107.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/668e204ecea8e06c27fb74af58a48107.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:12%20GMT	http://whenworldscollide.my.canva.site/fonts/580d73e66ecb72836c076f7a56bd21cd.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/580d73e66ecb72836c076f7a56bd21cd.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:14	71484/71484	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:12%20GMT	https://whenworldscollide.my.canva.site/fonts/ba4a8b8af299bfd725ccfa4b44a5a262.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/ba4a8b8af299bfd725ccfa4b44a5a262.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:14%20GMT	http://whenworldscollide.my.canva.site/fonts/4c478d46f16ac63b8814bb4454187a3e.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/4c478d46f16ac63b8814bb4454187a3e.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:16	62340/62340	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:14%20GMT	https://whenworldscollide.my.canva.site/fonts/580d73e66ecb72836c076f7a56bd21cd.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/580d73e66ecb72836c076f7a56bd21cd.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:18	70644/70644	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:16%20GMT	https://whenworldscollide.my.canva.site/fonts/4c478d46f16ac63b8814bb4454187a3e.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/4c478d46f16ac63b8814bb4454187a3e.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:16%20GMT	http://whenworldscollide.my.canva.site/fonts/4d54c91165acb22f3119c5daf01989b6.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/4d54c91165acb22f3119c5daf01989b6.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:19%20GMT	http://whenworldscollide.my.canva.site/fonts/40d2ed8c32cb27fcee113f357cd026d8.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/40d2ed8c32cb27fcee113f357cd026d8.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:19	61012/61012	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:19%20GMT	https://whenworldscollide.my.canva.site/fonts/4d54c91165acb22f3119c5daf01989b6.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/4d54c91165acb22f3119c5daf01989b6.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:20%20GMT	http://whenworldscollide.my.canva.site/fonts/93fb6c909f280f040a9e1d40c2b7e86c.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/93fb6c909f280f040a9e1d40c2b7e86c.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:20	67764/67764	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:20%20GMT	https://whenworldscollide.my.canva.site/fonts/40d2ed8c32cb27fcee113f357cd026d8.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/40d2ed8c32cb27fcee113f357cd026d8.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:22	56892/56892	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2016%20Oct%202023%2022:08:20%20GMT	https://whenworldscollide.my.canva.site/fonts/93fb6c909f280f040a9e1d40c2b7e86c.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/93fb6c909f280f040a9e1d40c2b7e86c.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:20%20GMT	http://whenworldscollide.my.canva.site/fonts/f98c9cf8d27ff8da33f2ad7ae703580c.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/f98c9cf8d27ff8da33f2ad7ae703580c.woff2	(from https://whenworldscollide.my.canva.site/)
00:08:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Oct%202023%2022:08:23%20GMT	http://whenworldscollide.my.canva.site/fonts/29c8a33db83297998cd6db24db0ba7b5.woff2	C:/Downloaded%20Web%20Sites/Worldscollide/WorldsCollide/whenworldscollide.my.canva.site/fonts/29c8a33db83297998cd6db24db0ba7b5.woff2	(from https://whenworldscollide.my.canva.site/)
